,user,item,actual,predicted
21774,2305,51,5,4.945092
21775,6158,652,5,4.7539
21776,8572,10,4,4.0141773
21777,37095,110,5,4.0969124
21778,6862,635,4,3.8698485
21779,1274,86,5,4.516145
21780,13175,19,5,4.9909763
21781,22511,16,5,4.858631
21782,36086,70,5,4.3129787
21783,44761,118,3,3.8338442
21784,39527,8,4,4.082782
21785,4756,34,4,4.1583014
21786,3303,27,4,4.8033986
21787,9022,210,5,4.9419193
21788,36553,15,5,4.787746
21789,29363,21,5,4.8008547
21790,38865,127,1,2.975891
21791,2907,550,5,4.2355146
21792,21524,20,5,4.798152
21793,28134,26,5,4.999837
21794,33226,3,5,4.4298515
21795,450,51,5,4.996464
21796,28033,70,5,4.357124
21797,32791,567,5,3.9645886
21798,18648,201,5,4.502567
21799,29629,5,5,4.663724
21800,40317,298,4,4.36372
21801,10263,16,4,4.006756
21802,41449,12,1,1.944581
21803,41003,95,5,4.642765
21804,40776,74,4,3.7846928
21805,8541,85,5,4.9690676
21806,427,42,4,4.5590916
21807,33529,30,4,4.103571
21808,39439,28,4,4.0596895
21809,9288,799,5,4.0258975
21810,26199,150,4,4.870266
21811,3403,123,2,4.303551
21812,33788,105,5,4.5183706
21813,19913,157,4,3.3279834
21814,8404,173,1,2.7881045
21815,37825,62,3,3.1333256
21816,3735,110,5,4.9761496
21817,1024,9,5,4.6892705
21818,336,863,5,4.4414644
21819,19689,144,5,4.5980587
21820,20257,52,4,4.0072303
21821,857,16,5,4.9631834
21822,37015,309,4,4.8116264
21823,33222,163,4,3.1919441
21824,37021,3,4,4.1800528
21825,25362,26,5,4.99668
21826,19860,84,4,4.0481563
21827,11133,87,5,4.1036
21828,25362,265,2,3.900105
21829,35844,10,5,4.8052897
21830,38766,115,5,4.5893674
21831,43777,222,5,4.2574735
21832,26378,14,5,4.8182783
21833,2158,244,5,4.617997
21834,25400,51,5,4.77581
21835,11609,7,5,4.6432834
21836,3215,89,1,3.3772964
21837,5168,51,2,3.3819833
21838,815,265,4,3.1260014
21839,32548,18,5,4.8327365
21840,14872,90,5,4.625229
21841,22682,42,3,2.9618893
21842,3905,265,5,3.3757615
21843,33310,62,4,4.1093054
21844,309,45,3,4.337754
21845,6368,17,5,4.7713203
21846,5742,52,5,4.800901
21847,34532,96,5,4.7335043
21848,23081,95,5,4.6469064
21849,12009,19,5,4.858045
21850,38966,890,5,4.601033
21851,5714,229,5,4.781723
21852,27297,62,5,4.598654
21853,14390,363,2,3.4131079
21854,27176,118,4,3.7670276
21855,2010,30,4,4.8267674
21856,31806,143,5,4.136321
21857,37097,110,5,4.5717864
21858,5422,3,2,3.4960175
21859,25722,397,1,4.327085
21860,42856,131,5,4.597682
21861,34670,105,5,4.243248
21862,2240,276,4,4.1942782
21863,22768,56,4,4.0824695
21864,4396,113,5,4.8397503
21865,6651,22,5,4.1091747
21866,24653,201,5,4.4694834
21867,38527,928,4,3.917878
21868,35079,124,4,3.9823084
21869,323,15,5,4.707765
21870,41637,49,5,4.618433
21871,26154,18,4,4.8770614
21872,7200,4,4,4.358561
21873,9284,26,5,4.8333173
21874,2043,126,4,4.4285717
21875,4494,7,3,4.5018425
21876,1561,139,5,4.9532537
21877,18922,715,3,3.913243
21878,23969,168,5,3.7758465
21879,9599,36,1,3.8298607
21880,7836,19,5,4.9088683
21881,9591,5,4,4.0408397
21882,19984,178,5,4.650578
21883,21704,37,4,4.18429
21884,1966,20,5,4.999824
21885,16825,36,5,4.6965175
21886,6255,43,5,4.550148
21887,16340,16,4,3.9402316
21888,9451,237,5,4.7489038
21889,2528,278,4,4.545411
21890,1542,159,4,4.242816
21891,14136,59,4,4.995671
21892,42355,75,4,4.7490344
21893,35550,47,2,3.4436858
21894,962,114,5,4.5844307
21895,5360,981,5,4.2611485
21896,26222,1,3,3.2200055
21897,33695,106,4,3.5117488
21898,1984,310,5,4.327634
21899,25122,74,1,4.752538
21900,14406,230,5,4.8710203
21901,43995,69,4,4.121155
21902,3543,11,5,4.860612
21903,28885,64,3,3.0133665
21904,43323,11,2,2.3054564
21905,22389,94,5,4.817504
21906,27532,53,4,4.044637
21907,18828,222,5,3.868607
21908,33659,93,4,3.841895
21909,6491,36,2,2.734618
21910,23838,34,5,4.7362347
21911,36121,10,5,4.804907
21912,11059,514,5,3.8859751
21913,32281,40,4,4.0828915
21914,43505,18,1,1.8398447
21915,450,251,4,4.7943473
21916,3494,113,5,4.919182
21917,29815,223,5,4.787857
21918,4318,36,4,4.9572687
21919,5104,112,4,4.084246
21920,2086,74,4,4.7829556
21921,20461,142,2,2.5539842
21922,25558,15,4,4.13272
21923,3965,11,5,4.9471784
21924,33349,105,4,3.8421514
21925,6158,549,3,3.781923
21926,2892,167,3,4.4972
21927,38007,62,4,4.12586
21928,33144,41,3,3.8461742
21929,32507,99,4,4.168884
21930,14340,84,5,4.68193
21931,29433,4,5,4.700689
21932,29037,124,5,4.8539934
21933,27382,71,4,4.2595797
21934,3415,2,5,4.3919578
21935,23057,178,1,4.998809
21936,17900,5,5,4.564788
21937,2528,17,3,4.9563665
21938,33677,116,4,4.437954
21939,2110,62,4,4.8169446
21940,39609,7,3,3.0512233
21941,21300,68,5,4.7861953
21942,2895,148,4,4.4097505
21943,35895,58,5,4.8763676
21944,953,16,3,4.6955624
21945,6681,163,5,4.7102957
21946,6942,84,4,4.4801254
21947,31806,138,5,4.1130037
21948,30164,58,4,4.0747137
21949,3485,11,4,4.990888
21950,33440,19,4,4.137932
21951,38275,71,5,4.4997067
21952,15545,64,2,2.5697565
21953,3086,56,4,4.8701344
21954,11150,142,2,2.5128672
21955,29526,74,1,2.9413984
21956,1827,120,5,4.972542
21957,7431,7,5,4.945932
21958,27402,84,4,4.8258085
21959,1895,15,1,1.7272639
21960,42010,68,5,4.796301
21961,8491,36,5,4.6188087
21962,8600,159,5,4.7229667
21963,5353,33,4,4.9971704
21964,2394,25,5,4.4413357
21965,1221,26,5,4.585753
21966,28718,20,5,4.8042254
21967,31407,51,3,3.0011177
21968,2280,139,4,3.9315712
21969,3407,134,5,4.9419456
21970,23057,123,5,4.992333
21971,26780,2,5,4.6947336
21972,21859,21,5,4.7786717
21973,893,141,4,4.017037
21974,33740,52,4,4.0110006
21975,29135,71,4,4.0792284
21976,9401,52,5,4.9365463
21977,6753,15,2,4.707027
21978,23713,96,1,3.3508036
21979,40783,92,5,4.6793437
21980,27530,45,3,3.0293136
21981,42981,307,4,4.294516
21982,25712,113,4,3.676646
21983,3250,26,5,4.5788736
21984,28965,19,5,4.062283
21985,16512,18,5,3.4391592
21986,20869,94,5,4.624404
21987,4121,89,3,3.8566222
21988,38935,47,5,3.7976794
21989,32127,14,5,4.8203907
21990,24638,16,5,4.911304
21991,27145,94,5,4.6735597
21992,34845,318,5,4.8408704
21993,3259,34,5,4.844283
21994,9599,298,5,3.717357
21995,570,420,5,4.35336
21996,34762,16,3,4.5656867
21997,745,153,5,4.639698
21998,21937,51,4,3.9973664
21999,194,14,1,4.7957926
22000,8320,35,5,4.7340884
22001,4482,180,3,4.9749055
22002,27963,188,5,3.2622478
22003,19171,161,5,4.3630652
22004,2086,792,2,3.9878795
22005,40108,21,5,4.7297783
22006,38495,41,5,4.6185446
22007,44225,8,4,4.0877
22008,37213,77,5,4.1429133
22009,34451,47,3,3.4411516
22010,4790,17,4,4.618152
22011,3614,177,3,3.496491
22012,13642,19,4,4.200556
22013,3845,62,5,4.049326
22014,27293,163,5,4.910777
22015,41662,5,5,4.20818
22016,33057,100,5,4.7452683
22017,3641,321,5,4.590944
22018,5640,942,3,3.7733696
22019,37325,14,4,4.069249
22020,16220,14,5,4.8129587
22021,38517,132,3,3.0526977
22022,37531,40,3,3.44013
22023,1676,633,5,4.158143
22024,41028,1,2,2.491425
22025,20770,26,3,3.0929945
22026,10990,9,5,4.8163075
22027,22674,20,5,4.785333
22028,32230,182,5,4.382259
22029,5817,240,3,2.999942
22030,22301,7,4,3.3594503
22031,30065,750,4,4.167122
22032,34962,691,4,3.8748133
22033,27990,212,2,4.9048834
22034,3968,6,4,3.5937696
22035,43963,147,5,4.654275
22036,16596,587,5,4.7609324
22037,5748,39,5,4.9947615
22038,332,208,1,2.6877573
22039,16586,18,5,4.828355
22040,42843,59,5,4.220986
22041,30806,62,2,3.5781035
22042,33383,37,4,4.045256
22043,31171,37,4,4.8498816
22044,41479,93,1,2.408459
22045,366,211,5,4.084068
22046,7418,59,5,4.8176355
22047,36557,195,4,4.2922597
22048,1054,642,4,3.6926312
22049,32005,214,4,4.339784
22050,22881,173,5,4.359426
22051,41748,221,2,3.0065188
22052,6917,138,3,3.3297632
22053,16612,122,2,2.6502538
22054,15106,4,5,4.637315
22055,10897,280,5,4.261936
22056,28201,56,3,3.090863
22057,4573,60,4,4.2669277
22058,7426,3,5,4.1453066
22059,19677,26,4,4.012551
22060,3425,150,5,4.6124706
22061,41285,165,5,4.401127
22062,11650,890,5,4.63595
22063,660,56,5,4.682368
22064,2280,132,2,3.873488
22065,2736,817,2,2.7665577
22066,34519,59,5,4.8455606
22067,8054,923,5,4.5954924
22068,1625,658,4,4.208162
22069,27526,4,5,4.699095
22070,37356,17,4,4.057532
22071,36700,34,5,4.523445
22072,4393,632,5,4.034372
22073,4515,96,5,4.9611573
22074,6784,4,4,4.0070577
22075,2518,918,5,2.9730458
22076,14044,45,5,3.482808
22077,32737,89,5,4.394168
22078,24460,649,5,4.00512
22079,40887,71,4,4.2769527
22080,11557,62,3,3.069529
22081,6158,891,5,4.605352
22082,27241,36,4,4.947029
22083,41019,42,5,3.9188333
22084,3327,198,5,4.833038
22085,14186,23,2,4.813637
22086,23263,136,5,4.6611314
22087,12745,62,4,4.923866
22088,40934,4,5,4.7103925
22089,33243,834,5,4.0558963
22090,21867,12,3,3.0898142
22091,40094,81,4,4.3021865
22092,10397,379,4,3.6965516
22093,11890,856,4,4.3603945
22094,25855,45,5,4.308879
22095,2086,48,1,4.9606524
22096,3821,31,5,4.9135585
22097,23038,5,4,4.158071
22098,1568,123,4,4.1148634
22099,3735,55,5,4.9980493
22100,33894,60,4,3.9600964
22101,4689,6,5,4.643711
22102,33326,328,5,4.869459
22103,2558,234,5,3.748292
22104,30520,118,5,4.548139
22105,16812,37,5,4.756606
22106,28383,84,5,4.7645187
22107,40470,170,3,3.0936275
22108,20589,94,5,4.6344385
22109,25081,10,5,4.7539573
22110,10698,34,3,3.4999185
22111,23806,71,5,4.8793826
22112,5746,918,3,3.0704312
22113,12791,7,5,4.8213425
22114,5053,62,5,4.2932568
22115,15450,41,3,2.5902483
22116,5703,14,5,4.909106
22117,23329,78,4,4.405252
22118,34602,193,5,3.0265388
22119,24218,123,5,4.5983834
22120,5756,59,3,4.9999948
22121,24953,4,4,4.009978
22122,1255,703,5,4.5425286
22123,33648,47,4,3.977394
22124,1798,169,5,3.7217932
22125,26267,58,4,4.6180053
22126,224,219,5,4.508495
22127,19584,15,5,4.9454174
22128,122,39,5,4.790985
22129,31955,83,5,4.3029537
22130,14692,19,4,4.198594
22131,24713,56,5,4.5875955
22132,6584,27,4,3.835187
22133,36137,204,5,4.570217
22134,27208,174,4,3.7256851
22135,43228,752,3,3.3018029
22136,11416,51,5,4.6125717
22137,7347,123,5,4.67236
22138,4349,7,5,4.8584414
22139,29743,23,5,4.3817625
22140,19125,26,5,4.910981
22141,41069,590,4,3.9150887
22142,21998,104,3,4.770436
22143,17714,121,5,4.537426
22144,10830,315,5,4.7077975
22145,5795,16,4,4.785663
22146,40465,34,4,4.384986
22147,28267,156,5,4.793839
22148,21993,17,5,4.7590094
22149,3308,23,5,4.6311936
22150,9965,9,5,4.714842
22151,1555,241,4,4.1053205
22152,40283,19,4,4.0049877
22153,13832,120,5,4.830021
22154,13695,18,5,4.7402735
22155,19220,20,5,4.6663566
22156,12615,55,5,4.6851215
22157,38534,50,5,4.5066514
22158,37263,47,3,3.0553725
22159,6512,78,3,4.8350496
22160,3084,268,5,4.5504985
22161,4463,39,5,4.5250897
22162,23392,172,5,4.4926834
22163,9778,147,4,3.3255472
22164,32733,100,4,4.3743525
22165,40131,9,5,4.7459974
22166,32056,981,3,4.6300135
22167,16692,115,5,4.5918903
22168,31435,187,5,4.419873
22169,8283,175,3,4.819601
22170,3423,5,2,4.0046954
22171,35997,156,5,4.754029
22172,6821,940,3,4.0258136
22173,20466,128,5,4.4908905
22174,11131,6,5,4.63146
22175,2716,143,5,4.545841
22176,42984,184,5,4.657218
22177,18624,77,3,3.1204839
22178,19410,123,5,4.6617317
22179,6753,48,5,4.814073
22180,41568,9,4,4.0436
22181,8349,17,4,4.0346913
22182,33497,157,4,3.8810756
22183,34945,4,4,3.762667
22184,3259,51,5,4.983767
22185,40670,831,5,4.435893
22186,28793,278,3,3.9582348
22187,18202,45,4,4.0483394
22188,40504,4,3,3.0042958
22189,5284,1,4,4.1363735
22190,34506,293,3,3.2530496
22191,39525,20,4,4.990922
22192,2568,934,4,4.534514
22193,3444,144,4,3.7825246
22194,20645,26,5,4.887981
22195,1731,19,5,4.9811525
22196,31267,53,5,4.9975758
22197,29477,54,5,3.7510922
22198,28134,759,5,4.9585757
22199,5529,178,5,4.4740634
22200,19744,64,3,3.1305752
22201,32035,618,5,3.337197
22202,320,86,5,4.3663077
22203,5042,68,5,4.768831
22204,1149,113,5,4.721248
22205,3338,39,5,4.7987485
22206,24659,149,4,3.8726969
22207,16660,6,5,4.5701675
22208,21661,100,5,4.7607307
22209,1732,21,5,4.6646633
22210,14832,150,5,4.5244946
22211,2498,986,5,4.6507974
22212,6761,153,5,4.6077194
22213,9451,780,5,3.670523
22214,3749,17,4,4.9868608
22215,6719,942,2,3.8624382
22216,854,130,4,3.913113
22217,40077,34,3,3.264563
22218,37015,924,5,4.9808326
22219,6635,247,3,3.5575347
22220,10167,309,4,3.9072146
22221,30490,3,5,4.502755
22222,3866,509,3,3.4326792
22223,1209,100,5,4.4524655
22224,17385,203,5,4.8052115
22225,2949,134,5,4.982746
22226,8544,62,5,4.4784265
22227,18741,92,5,4.5531087
22228,32580,169,1,4.9244027
22229,33157,92,5,4.615592
22230,33850,136,5,4.6439295
22231,16564,8,5,4.812276
22232,8668,62,3,3.3936837
22233,5129,29,4,4.3212423
22234,39792,45,1,1.5504441
22235,15849,48,5,4.919812
22236,34217,7,5,4.946744
22237,9414,35,5,4.7605286
22238,9493,64,5,4.4999676
22239,2999,157,5,4.468709
22240,38079,47,2,3.076099
22241,2360,179,5,4.848073
22242,2998,51,4,4.7207575
22243,25172,40,5,4.1691546
22244,37156,11,5,4.931679
22245,9621,43,4,4.0400367
22246,1076,677,1,3.0326521
22247,30981,892,5,3.8291848
22248,3029,304,3,3.039567
22249,1014,27,4,3.9594908
22250,29807,62,4,4.0584955
22251,4584,188,5,4.991605
22252,4985,75,5,3.672679
22253,22670,65,5,4.847474
22254,23187,94,4,4.0132
22255,33626,129,3,3.694521
22256,34580,78,4,3.7845583
22257,1187,69,5,4.8404913
22258,31873,243,4,4.1336465
22259,38373,41,4,4.0237947
22260,30236,145,5,4.592781
22261,32791,873,4,3.96529
22262,619,195,5,4.063749
22263,37827,19,4,4.999156
22264,33905,7,4,4.0914702
22265,14514,29,3,3.3515418
22266,10657,18,3,3.0392122
22267,19584,123,5,4.7410045
22268,5508,613,4,3.6167324
22269,21540,65,4,4.0445247
22270,33442,822,5,4.7962193
22271,38964,219,3,3.8677084
22272,18701,214,5,4.539119
22273,5715,321,4,3.5026834
22274,25620,203,4,4.2102294
22275,32747,37,5,4.057855
22276,27578,10,5,4.919712
22277,3448,68,5,4.935332
22278,26199,872,2,4.3463697
22279,2677,5,5,4.976419
22280,37531,59,4,4.1028748
22281,38948,22,5,3.5416002
22282,44035,69,5,4.7506247
22283,28250,47,5,3.9066038
22284,3999,373,5,4.000811
22285,38734,7,5,4.7883954
22286,34610,1,5,4.4322004
22287,2206,74,4,4.2591376
22288,14767,36,5,4.648162
22289,3265,20,5,4.7224417
22290,39060,56,5,4.1853433
22291,928,45,1,4.2501965
22292,25082,14,5,4.8141594
22293,35345,924,2,2.979072
22294,1164,84,5,4.795732
22295,3078,211,5,4.38216
22296,2280,144,5,4.304071
22297,44247,23,5,4.4264536
22298,34401,121,5,4.646351
22299,26532,855,3,4.318306
22300,1961,30,5,3.9144664
22301,18616,149,5,4.581119
22302,32535,58,4,4.8283253
22303,4932,85,5,4.3607893
22304,35773,78,2,3.276805
22305,44660,79,5,4.7813563
22306,2225,126,4,3.6648455
22307,1724,4,4,4.972604
22308,23231,949,4,4.1620727
22309,9135,74,5,4.6409683
22310,1443,58,5,4.9702034
22311,6550,186,5,4.329731
22312,26807,35,4,4.869859
22313,3329,121,2,4.1030936
22314,6217,45,4,4.733589
22315,24065,39,4,3.951657
22316,506,15,5,4.7993975
22317,21446,634,3,3.8528597
22318,18689,872,5,4.407802
22319,14136,629,2,3.4095469
22320,374,19,5,4.9230905
22321,39584,48,3,2.5104465
22322,21106,149,4,4.102144
22323,13209,121,3,3.7133906
22324,16907,4,4,4.5164523
22325,6532,573,2,3.0919528
22326,30184,318,4,4.2008276
22327,3909,73,5,4.211136
22328,33259,99,4,4.7031
22329,1922,66,5,4.6149125
22330,28348,78,1,2.0931993
22331,27796,123,5,4.6195273
22332,18304,62,1,1.8543327
22333,16842,2,2,3.1669655
22334,18106,152,5,4.397824
22335,1686,74,5,4.3127327
22336,695,134,5,4.0402913
22337,5920,16,5,4.783262
22338,2036,157,3,4.9928765
22339,31183,101,5,4.1817245
22340,14212,19,4,3.9749546
22341,22910,59,5,4.3356867
22342,17295,126,5,4.2223353
22343,1797,53,5,4.550703
22344,39576,852,3,4.1270285
22345,37445,446,4,2.975789
22346,33962,139,4,3.9755652
22347,541,849,5,3.8832178
22348,506,147,4,4.5036798
22349,4457,16,2,2.561884
22350,29893,163,4,4.840641
22351,12899,853,5,2.5051532
22352,1707,19,5,4.9259143
22353,28539,176,4,4.5366473
22354,27990,159,5,4.9951973
22355,26416,84,4,4.0345974
22356,44380,27,3,3.1123605
22357,11597,64,4,4.268437
22358,38445,45,3,3.10637
22359,6074,886,5,3.246827
22360,12912,124,5,4.5617743
22361,39150,13,5,4.059717
22362,4998,60,4,4.770477
22363,2874,15,4,3.7013495
22364,1250,45,4,4.4906054
22365,18237,56,5,4.5230894
22366,495,153,5,4.5721154
22367,17839,178,4,4.0302067
22368,22389,58,5,4.8542576
22369,6004,23,5,4.3976884
22370,14688,6,2,1.9650369
22371,43585,113,5,4.789769
22372,40654,34,5,4.4871726
22373,19784,64,4,4.0196548
22374,13925,183,5,4.482146
22375,39214,8,5,4.6926208
22376,695,45,5,4.151247
22377,2783,70,2,4.81724
22378,41113,109,5,4.1211042
22379,43476,45,1,1.8547642
22380,4322,89,3,3.492671
22381,44358,34,5,4.490568
22382,5568,54,5,4.938866
22383,26047,62,5,4.7989087
22384,8163,53,5,4.7375836
22385,24332,113,4,4.0490646
22386,5200,1,5,4.4286304
22387,37883,113,5,4.7250657
22388,34390,127,3,4.238047
22389,7220,23,3,3.7817814
22390,16905,750,3,3.469503
22391,41897,300,4,3.2600646
22392,37522,138,5,4.025921
22393,42592,152,5,4.6976542
22394,1759,120,5,4.8379607
22395,32912,123,5,4.776005
22396,28207,316,5,4.31135
22397,3303,629,5,3.478455
22398,23496,14,4,4.252528
22399,4895,288,5,3.7239795
22400,779,15,4,3.8820622
22401,36618,5,4,4.091178
22402,30441,94,3,3.8257728
22403,21487,227,5,4.7121897
22404,655,54,5,4.752321
22405,14305,328,5,4.739614
22406,6726,584,5,4.738135
22407,19171,23,4,4.784178
22408,29149,1016,5,4.2301693
22409,3934,75,5,4.9903164
22410,1446,141,5,4.7281427
22411,36134,73,2,2.5193193
22412,14591,45,1,1.6487339
22413,4208,132,5,4.0551696
22414,5169,19,5,4.991703
22415,4329,1,4,4.1184387
22416,40015,59,5,4.800478
22417,28335,151,5,4.508382
22418,35723,124,1,3.1568613
22419,5714,150,3,4.9788685
22420,5353,35,5,4.999656
22421,5982,181,1,3.1004272
22422,41208,19,4,4.0079203
22423,5140,44,5,4.638719
22424,12559,118,4,3.4553585
22425,27655,21,5,4.9384804
22426,3241,123,5,4.9188566
22427,34766,48,4,4.014477
22428,14975,52,2,2.2188325
22429,35237,41,5,4.6571045
22430,23057,854,5,4.9718213
22431,43346,26,5,4.8110433
22432,18928,83,5,4.7070913
22433,4330,3,4,4.082117
22434,13344,5,5,4.7033625
22435,36967,36,5,4.822144
22436,12643,113,3,3.7569232
22437,7059,48,5,4.8093433
22438,39956,771,2,3.1092257
22439,22051,84,2,2.378038
22440,366,35,3,4.8887
22441,32601,99,5,4.6714745
22442,3012,227,5,4.326249
22443,2008,62,4,4.207378
22444,40500,45,5,4.4383326
22445,9928,40,4,4.4617577
22446,35892,90,4,4.261984
22447,41275,4,4,4.715739
22448,3016,39,4,4.0335045
22449,44052,19,5,4.9940705
22450,4023,45,4,4.895087
22451,1769,168,5,3.9092638
22452,341,239,4,4.3184366
22453,18893,115,3,3.308771
22454,23323,558,5,3.6036243
22455,32384,155,3,3.043432
22456,33786,69,5,4.964163
22457,1024,20,5,4.8507266
22458,17496,12,2,2.2043314
22459,2278,10,4,4.0182667
22460,44561,250,1,3.0103137
22461,522,64,4,4.2752953
22462,5912,167,5,4.7928376
22463,697,99,5,4.248773
22464,3474,59,5,4.4846725
22465,27446,124,5,4.6897573
22466,6692,12,5,4.8854294
22467,20242,139,5,4.7267575
22468,22081,157,4,4.7519116
22469,17125,91,2,2.64619
22470,8773,31,5,4.736919
22471,4760,163,4,4.169564
22472,42016,48,5,4.7717576
22473,27632,79,5,4.785037
22474,7338,884,4,4.7290187
22475,34548,52,4,4.2842035
22476,34991,86,2,2.608013
22477,40801,2,5,4.432642
22478,32138,120,5,4.9875145
22479,3428,42,4,4.173227
22480,32250,74,4,4.0601854
22481,541,183,4,4.6090484
22482,17472,241,5,4.682685
22483,39352,16,5,4.7957926
22484,33960,142,4,4.155553
22485,26734,113,2,2.2642221
22486,973,46,5,4.4223394
22487,10430,5,5,4.650853
22488,2316,15,2,2.8464532
22489,1215,1,5,4.0081887
22490,23207,53,4,4.047102
22491,15090,36,4,4.057226
22492,36187,44,5,4.6022067
22493,11298,3,1,2.2065172
22494,43535,95,5,4.5455008
22495,10277,95,5,4.784352
22496,37531,2,2,3.0891376
22497,3584,33,4,4.994037
22498,4927,94,5,4.652231
22499,40047,66,3,2.8082275
22500,8313,19,5,4.8419547
22501,4998,76,4,4.234663
22502,30677,4,5,4.779736
22503,480,9,5,4.952591
22504,1969,59,3,4.321217
22505,8541,36,5,4.9698315
22506,11236,10,5,4.830387
22507,5631,120,5,4.9392977
22508,5736,16,4,4.8588576
22509,25426,95,3,4.984721
22510,21064,60,4,4.238854
22511,2895,131,5,4.8529677
22512,3749,92,4,4.982874
22513,22741,125,2,2.74683
22514,18436,242,5,4.4752207
22515,6540,64,2,4.126233
22516,30605,311,5,3.4088655
22517,3648,703,5,4.492985
22518,27012,100,5,4.7443624
22519,2907,95,1,4.9991755
22520,12262,34,5,4.4153876
22521,348,28,5,3.6150825
22522,21014,7,4,4.5149436
22523,8541,32,5,4.967485
22524,18049,235,5,4.6518755
22525,38272,16,5,4.761242
22526,2339,90,4,3.3530931
22527,1561,75,4,4.991497
22528,30605,817,4,4.5719438
22529,41712,10,5,4.975236
22530,2084,11,4,4.863276
22531,4095,19,5,4.8162904
22532,1489,16,5,4.5433764
22533,38147,111,3,3.9082096
22534,42086,120,4,4.0071244
22535,2086,34,1,4.7794414
22536,44157,69,5,4.6093564
22537,23355,68,4,4.028681
22538,28675,156,5,4.5989532
22539,37103,76,5,3.7744524
22540,6372,112,5,4.74649
22541,21786,95,5,4.6912794
22542,11680,69,5,4.601433
22543,11714,69,4,3.9630814
22544,14136,303,5,3.4330738
22545,20413,8,1,2.0741715
22546,20051,150,5,4.5974035
22547,3213,17,5,4.658849
22548,38493,313,4,4.98065
22549,3744,29,5,4.75438
22550,43835,123,4,3.4456072
22551,18175,162,5,4.8249216
22552,42934,22,4,4.0833344
22553,29645,819,5,4.0283175
22554,24846,45,4,4.9015803
22555,11253,15,5,4.842125
22556,35807,176,2,4.1831717
22557,33399,314,5,4.016994
22558,18199,453,5,4.883538
22559,31531,159,5,4.7027206
22560,42115,26,5,4.932827
22561,24922,62,3,3.13793
22562,990,760,4,3.9398339
22563,4482,320,3,3.964005
22564,14859,260,4,3.3923903
22565,800,44,5,3.9471936
22566,5014,4,5,4.0884323
22567,9113,28,1,2.0896635
22568,32735,193,4,3.7930436
22569,7768,313,4,3.9929638
22570,24981,149,5,3.2958343
22571,3922,379,4,3.7235332
22572,26350,180,2,3.2445824
22573,3494,5,3,4.9106245
22574,13222,5,4,2.7921531
22575,487,3,5,4.4241548
22576,22879,105,4,4.123318
22577,4710,64,4,4.0168552
22578,43925,254,4,4.2113767
22579,4584,625,5,4.8941092
22580,4482,16,5,4.9999566
22581,2910,237,5,4.4819565
22582,13874,101,3,2.6828647
22583,17922,170,5,4.07515
22584,11592,17,4,4.354479
22585,43200,90,5,4.382617
22586,16659,94,4,4.11643
22587,2086,2,5,4.7328043
22588,44762,31,5,4.627431
22589,16583,3,4,4.1264257
22590,18069,89,4,4.0404873
22591,34942,134,5,4.5212297
22592,3213,150,5,4.5737987
22593,893,123,5,4.4695463
22594,28134,874,5,4.66362
22595,30327,106,3,3.2218518
22596,42700,313,5,4.5669994
22597,36876,498,4,4.040451
22598,4584,106,5,4.9774876
22599,1692,39,4,4.562473
22600,314,56,5,4.3384542
22601,42225,315,4,4.2066855
22602,657,767,4,4.668456
22603,33456,90,4,4.6721225
22604,2484,147,3,4.9863997
22605,3062,68,5,4.1912465
22606,25460,27,5,4.3909087
22607,20002,42,5,4.3452086
22608,22643,94,3,3.6727185
22609,4104,164,4,4.1771345
22610,20526,99,5,3.5512495
22611,148,369,2,3.9306343
22612,40110,148,5,4.16615
22613,22788,45,2,3.179873
22614,1554,168,4,3.7939277
22615,1731,2,5,4.4645686
22616,34316,111,3,3.3376503
22617,37789,115,5,4.4693594
22618,41440,19,5,4.8727217
22619,462,131,5,4.7974358
22620,31441,16,5,4.7554264
22621,13395,113,5,4.5237584
22622,3120,287,4,3.4107068
22623,15424,745,5,4.665405
22624,1013,54,5,4.734555
22625,34907,309,2,2.7821298
22626,37609,64,4,3.9278805
22627,2679,16,5,4.946868
22628,11291,112,3,4.195519
22629,14964,876,4,3.166771
22630,41150,42,3,3.068705
22631,6013,170,3,3.7535086
22632,4318,104,1,4.801246
22633,37399,702,4,3.788338
22634,34736,74,5,4.4647274
22635,39255,10,5,4.8505864
22636,7654,1,3,3.1321979
22637,17956,152,5,4.2493873
22638,44142,184,4,4.045687
22639,26491,123,4,4.120147
22640,42492,17,5,4.794642
22641,12831,250,5,3.781361
22642,38388,36,5,4.6160107
22643,34539,30,3,3.4615538
22644,10858,14,5,4.8492723
22645,42161,43,3,2.9548478
22646,3345,15,5,4.3170357
22647,2813,59,4,4.3291264
22648,5518,4,5,3.6401124
22649,3909,95,5,4.496969
22650,1215,26,5,4.7080407
22651,32906,12,2,3.0063276
22652,35700,137,5,4.737357
22653,40980,120,5,4.822819
22654,22575,11,5,4.7736244
22655,12678,14,4,3.6913397
22656,16163,139,3,3.7741852
22657,7255,9,5,4.665448
22658,20460,74,3,3.0900183
22659,16995,37,5,4.1615515
22660,34981,200,5,4.720678
22661,31846,239,5,4.4897966
22662,2727,800,2,3.2378676
22663,6316,51,5,4.706794
22664,6367,263,5,2.9761066
22665,3586,120,5,4.700641
22666,1443,87,3,4.52787
22667,7247,171,5,4.7628
22668,37054,273,5,4.1984944
22669,42644,9,5,4.7062306
22670,6656,65,3,4.5742903
22671,10044,714,5,4.5027647
22672,3934,66,3,4.9813747
