,userId,movieId,rating,timestamp
29530,28074,134,4,2015-02-09 08:00:00+00:00
29531,38397,134,5,2015-02-09 08:00:00+00:00
29532,1166,36,4,2015-02-09 08:00:00+00:00
29533,2858,6,5,2015-02-09 08:00:00+00:00
29534,4629,40,5,2015-02-09 08:00:00+00:00
29535,5833,15,5,2015-02-09 08:00:00+00:00
29536,41148,52,4,2015-02-09 08:00:00+00:00
29537,7708,123,2,2015-02-09 08:00:00+00:00
29538,2987,58,5,2015-02-09 08:00:00+00:00
29539,3905,12,4,2015-02-09 08:00:00+00:00
29540,3250,2,3,2015-02-09 08:00:00+00:00
29541,18578,39,5,2015-02-09 08:00:00+00:00
29542,4629,83,4,2015-02-09 08:00:00+00:00
29543,14738,20,5,2015-02-09 08:00:00+00:00
29545,32816,51,5,2015-02-09 08:00:00+00:00
29546,5172,46,5,2015-02-09 08:00:00+00:00
29547,25770,148,5,2015-02-09 08:00:00+00:00
29548,34723,2,5,2015-02-09 08:00:00+00:00
29549,4777,3,5,2015-02-09 08:00:00+00:00
29550,17514,109,3,2015-02-09 08:00:00+00:00
29551,42060,62,2,2015-02-09 08:00:00+00:00
29553,32298,94,4,2015-02-09 08:00:00+00:00
29554,4324,26,5,2015-02-09 08:00:00+00:00
29555,23951,123,5,2015-02-09 08:00:00+00:00
29556,33898,64,4,2015-02-09 08:00:00+00:00
29557,9779,17,5,2015-02-09 08:00:00+00:00
29558,13982,144,4,2015-02-09 08:00:00+00:00
29559,1166,86,3,2015-02-09 08:00:00+00:00
29561,3960,78,5,2015-02-09 08:00:00+00:00
29564,33898,45,1,2015-02-09 08:00:00+00:00
29565,39606,45,5,2015-02-09 08:00:00+00:00
29567,32501,5,4,2015-02-09 08:00:00+00:00
29568,2987,46,5,2015-02-09 08:00:00+00:00
29569,27589,105,4,2015-02-09 08:00:00+00:00
29570,13982,156,3,2015-02-09 08:00:00+00:00
29571,39606,9,5,2015-02-09 08:00:00+00:00
29572,35701,131,4,2015-02-09 08:00:00+00:00
29573,35423,113,5,2015-02-10 08:00:00+00:00
29574,44332,72,3,2015-02-10 08:00:00+00:00
29575,14202,62,3,2015-02-10 08:00:00+00:00
29576,9992,152,3,2015-02-10 08:00:00+00:00
29577,9992,94,1,2015-02-10 08:00:00+00:00
29578,2895,17,4,2015-02-10 08:00:00+00:00
29579,25521,6,4,2015-02-10 08:00:00+00:00
29580,5001,28,5,2015-02-10 08:00:00+00:00
29582,30007,114,4,2015-02-10 08:00:00+00:00
29583,5163,113,4,2015-02-10 08:00:00+00:00
29584,22279,10,5,2015-02-10 08:00:00+00:00
29585,2086,104,2,2015-02-10 08:00:00+00:00
29586,12888,62,3,2015-02-10 08:00:00+00:00
29587,16191,68,5,2015-02-10 08:00:00+00:00
29588,35089,48,5,2015-02-10 08:00:00+00:00
29590,2949,52,4,2015-02-10 08:00:00+00:00
29591,15578,45,4,2015-02-10 08:00:00+00:00
29593,1675,142,3,2015-02-10 08:00:00+00:00
29594,27348,78,5,2015-02-10 08:00:00+00:00
29595,15204,46,4,2015-02-10 08:00:00+00:00
29596,22279,11,5,2015-02-10 08:00:00+00:00
29597,44332,40,2,2015-02-10 08:00:00+00:00
29599,6158,85,5,2015-02-10 08:00:00+00:00
29600,20581,100,5,2015-02-10 08:00:00+00:00
29603,5096,91,4,2015-02-10 08:00:00+00:00
29605,9144,54,5,2015-02-10 08:00:00+00:00
29606,43389,144,5,2015-02-10 08:00:00+00:00
29607,35383,79,5,2015-02-10 08:00:00+00:00
29609,9992,8,5,2015-02-10 08:00:00+00:00
29610,1830,148,4,2015-02-10 08:00:00+00:00
29611,915,93,3,2015-02-10 08:00:00+00:00
29612,20581,10,5,2015-02-10 08:00:00+00:00
29613,20581,126,5,2015-02-10 08:00:00+00:00
29614,20581,56,2,2015-02-10 08:00:00+00:00
29615,38127,62,2,2015-02-10 08:00:00+00:00
29616,39580,116,5,2015-02-10 08:00:00+00:00
29617,33440,123,4,2015-02-10 08:00:00+00:00
29618,18703,15,4,2015-02-10 08:00:00+00:00
29619,7622,116,5,2015-02-10 08:00:00+00:00
29620,44332,5,2,2015-02-10 08:00:00+00:00
29621,20372,89,3,2015-02-10 08:00:00+00:00
29623,5001,65,3,2015-02-10 08:00:00+00:00
29625,13076,16,3,2015-02-10 08:00:00+00:00
29626,16365,16,5,2015-02-10 08:00:00+00:00
29627,31455,11,5,2015-02-10 08:00:00+00:00
29628,20372,5,4,2015-02-10 08:00:00+00:00
29629,450,121,5,2015-02-10 08:00:00+00:00
29630,2273,12,4,2015-02-10 08:00:00+00:00
29631,7616,65,5,2015-02-10 08:00:00+00:00
29632,4349,6,5,2015-02-10 08:00:00+00:00
29634,915,120,5,2015-02-10 08:00:00+00:00
29636,31194,51,5,2015-02-11 08:00:00+00:00
29637,3017,90,4,2015-02-11 08:00:00+00:00
29638,6692,75,4,2015-02-11 08:00:00+00:00
29639,4475,175,4,2015-02-11 08:00:00+00:00
29640,7029,126,4,2015-02-11 08:00:00+00:00
29641,25700,16,5,2015-02-11 08:00:00+00:00
29643,12819,15,5,2015-02-11 08:00:00+00:00
29644,20181,174,3,2015-02-11 08:00:00+00:00
29646,24818,114,4,2015-02-11 08:00:00+00:00
29647,2568,27,3,2015-02-11 08:00:00+00:00
29648,41415,3,1,2015-02-11 08:00:00+00:00
29649,10641,156,5,2015-02-11 08:00:00+00:00
29650,19279,74,2,2015-02-11 08:00:00+00:00
29651,10639,9,5,2015-02-11 08:00:00+00:00
29652,528,4,5,2015-02-11 08:00:00+00:00
29653,3407,138,2,2015-02-11 08:00:00+00:00
29654,1282,120,4,2015-02-11 08:00:00+00:00
29655,3407,16,5,2015-02-11 08:00:00+00:00
29656,12819,19,5,2015-02-11 08:00:00+00:00
29657,7092,45,4,2015-02-11 08:00:00+00:00
29658,3415,173,4,2015-02-11 08:00:00+00:00
29660,40395,85,1,2015-02-11 08:00:00+00:00
29661,3407,15,3,2015-02-11 08:00:00+00:00
29662,3415,78,3,2015-02-11 08:00:00+00:00
29663,25637,27,4,2015-02-11 08:00:00+00:00
29665,25010,123,4,2015-02-11 08:00:00+00:00
29666,14543,59,5,2015-02-11 08:00:00+00:00
29668,7029,92,4,2015-02-11 08:00:00+00:00
29669,7092,116,3,2015-02-11 08:00:00+00:00
29670,3407,95,5,2015-02-11 08:00:00+00:00
29671,16468,34,4,2015-02-11 08:00:00+00:00
29672,3485,157,5,2015-02-11 08:00:00+00:00
29673,19279,48,5,2015-02-11 08:00:00+00:00
29674,2783,4,5,2015-02-11 08:00:00+00:00
29675,39612,83,5,2015-02-11 08:00:00+00:00
29676,40395,123,3,2015-02-11 08:00:00+00:00
29677,6692,27,5,2015-02-11 08:00:00+00:00
29678,8482,35,5,2015-02-11 08:00:00+00:00
29679,9040,68,5,2015-02-11 08:00:00+00:00
29680,27537,27,5,2015-02-11 08:00:00+00:00
29682,3785,69,4,2015-02-12 08:00:00+00:00
29683,38492,75,5,2015-02-12 08:00:00+00:00
29684,40350,74,5,2015-02-12 08:00:00+00:00
29685,19538,23,4,2015-02-12 08:00:00+00:00
29686,10960,74,5,2015-02-12 08:00:00+00:00
29687,22838,6,5,2015-02-12 08:00:00+00:00
29688,4629,69,5,2015-02-12 08:00:00+00:00
29689,953,46,4,2015-02-12 08:00:00+00:00
29690,32710,7,5,2015-02-12 08:00:00+00:00
29691,29007,7,1,2015-02-12 08:00:00+00:00
29692,36679,60,5,2015-02-12 08:00:00+00:00
29693,38619,114,5,2015-02-12 08:00:00+00:00
29694,5682,152,5,2015-02-12 08:00:00+00:00
29695,41258,52,5,2015-02-12 08:00:00+00:00
29696,41714,86,5,2015-02-12 08:00:00+00:00
29697,800,17,5,2015-02-12 08:00:00+00:00
29698,1426,66,5,2015-02-12 08:00:00+00:00
29700,3434,19,4,2015-02-12 08:00:00+00:00
29701,370,124,5,2015-02-12 08:00:00+00:00
29702,6891,171,4,2015-02-12 08:00:00+00:00
29703,26703,72,5,2015-02-12 08:00:00+00:00
29704,1652,45,5,2015-02-12 08:00:00+00:00
29705,1030,17,2,2015-02-12 08:00:00+00:00
29706,24388,19,5,2015-02-12 08:00:00+00:00
29707,13574,20,5,2015-02-12 08:00:00+00:00
29708,32710,17,3,2015-02-12 08:00:00+00:00
29709,314,96,1,2015-02-12 08:00:00+00:00
29710,6217,60,3,2015-02-12 08:00:00+00:00
29713,5165,10,4,2015-02-12 08:00:00+00:00
29714,8702,159,5,2015-02-12 08:00:00+00:00
29715,29352,30,5,2015-02-12 08:00:00+00:00
29716,11271,83,5,2015-02-12 08:00:00+00:00
29717,2568,68,5,2015-02-12 08:00:00+00:00
29718,1652,43,5,2015-02-12 08:00:00+00:00
29720,953,68,4,2015-02-12 08:00:00+00:00
29721,41408,43,3,2015-02-12 08:00:00+00:00
29722,16879,132,5,2015-02-12 08:00:00+00:00
29723,18309,95,5,2015-02-12 08:00:00+00:00
29724,19538,4,3,2015-02-12 08:00:00+00:00
29725,9039,5,5,2015-02-12 08:00:00+00:00
29726,21452,88,4,2015-02-12 08:00:00+00:00
29727,19538,64,4,2015-02-12 08:00:00+00:00
29728,37733,159,4,2015-02-12 08:00:00+00:00
29729,16342,160,4,2015-02-12 08:00:00+00:00
29730,3763,167,5,2015-02-12 08:00:00+00:00
29732,660,68,5,2015-02-12 08:00:00+00:00
29733,31792,62,4,2015-02-12 08:00:00+00:00
29735,22544,40,5,2015-02-12 08:00:00+00:00
29736,12804,10,4,2015-02-12 08:00:00+00:00
29737,25776,131,5,2015-02-12 08:00:00+00:00
29738,22544,111,5,2015-02-12 08:00:00+00:00
29740,26723,40,1,2015-02-12 08:00:00+00:00
29741,31764,40,3,2015-02-12 08:00:00+00:00
29743,314,60,1,2015-02-12 08:00:00+00:00
29744,15189,53,5,2015-02-12 08:00:00+00:00
29745,9039,16,4,2015-02-12 08:00:00+00:00
29746,20663,53,5,2015-02-12 08:00:00+00:00
29747,9694,120,5,2015-02-12 08:00:00+00:00
29748,41583,16,4,2015-02-12 08:00:00+00:00
29750,1436,100,5,2015-02-12 08:00:00+00:00
29753,9694,15,4,2015-02-12 08:00:00+00:00
29754,41714,99,5,2015-02-12 08:00:00+00:00
29755,391,88,4,2015-02-12 08:00:00+00:00
29756,22800,2,5,2015-02-13 08:00:00+00:00
29757,39944,39,2,2015-02-13 08:00:00+00:00
29758,4981,54,3,2015-02-13 08:00:00+00:00
29759,39864,6,2,2015-02-13 08:00:00+00:00
29760,10217,151,5,2015-02-13 08:00:00+00:00
29761,4475,120,5,2015-02-13 08:00:00+00:00
29762,36323,17,5,2015-02-13 08:00:00+00:00
29763,17695,37,4,2015-02-13 08:00:00+00:00
29764,538,37,5,2015-02-13 08:00:00+00:00
29765,29184,116,4,2015-02-13 08:00:00+00:00
29766,6358,125,4,2015-02-13 08:00:00+00:00
29767,35318,131,5,2015-02-13 08:00:00+00:00
29768,1169,123,5,2015-02-13 08:00:00+00:00
29769,41196,170,5,2015-02-13 08:00:00+00:00
29770,39864,53,5,2015-02-13 08:00:00+00:00
29771,33470,8,3,2015-02-13 08:00:00+00:00
29772,7167,19,5,2015-02-13 08:00:00+00:00
29773,38209,45,1,2015-02-13 08:00:00+00:00
29774,3333,144,5,2015-02-13 08:00:00+00:00
29775,3327,159,5,2015-02-13 08:00:00+00:00
29778,25590,16,5,2015-02-13 08:00:00+00:00
29779,1436,16,2,2015-02-13 08:00:00+00:00
29781,5756,159,5,2015-02-13 08:00:00+00:00
29782,5861,88,5,2015-02-13 08:00:00+00:00
29783,43351,105,4,2015-02-13 08:00:00+00:00
29784,41964,62,5,2015-02-13 08:00:00+00:00
29785,8557,131,4,2015-02-13 08:00:00+00:00
29786,9962,56,2,2015-02-13 08:00:00+00:00
29787,16928,94,4,2015-02-13 08:00:00+00:00
29788,38209,139,5,2015-02-13 08:00:00+00:00
29789,3407,109,4,2015-02-13 08:00:00+00:00
29790,27570,51,4,2015-02-13 08:00:00+00:00
29791,4345,17,4,2015-02-13 08:00:00+00:00
29793,2892,17,5,2015-02-13 08:00:00+00:00
29794,39944,145,5,2015-02-13 08:00:00+00:00
29795,29456,10,5,2015-02-13 08:00:00+00:00
29796,1948,4,5,2015-02-13 08:00:00+00:00
29797,20502,165,2,2015-02-13 08:00:00+00:00
29798,1460,23,5,2015-02-13 08:00:00+00:00
29799,35804,162,5,2015-02-13 08:00:00+00:00
29801,24153,11,4,2015-02-13 08:00:00+00:00
29802,16305,116,5,2015-02-13 08:00:00+00:00
29804,5953,52,4,2015-02-13 08:00:00+00:00
29805,1561,64,4,2015-02-13 08:00:00+00:00
29806,7167,128,5,2015-02-13 08:00:00+00:00
29807,14289,128,2,2015-02-13 08:00:00+00:00
29808,19287,26,5,2015-02-13 08:00:00+00:00
29810,8675,48,4,2015-02-13 08:00:00+00:00
29811,1675,11,5,2015-02-13 08:00:00+00:00
29812,23913,75,4,2015-02-13 08:00:00+00:00
29813,36444,27,4,2015-02-13 08:00:00+00:00
29815,3584,12,4,2015-02-14 08:00:00+00:00
29816,44575,4,5,2015-02-14 08:00:00+00:00
29817,19412,16,4,2015-02-14 08:00:00+00:00
29818,25122,4,5,2015-02-14 08:00:00+00:00
29819,31961,52,4,2015-02-14 08:00:00+00:00
29820,2910,52,5,2015-02-14 08:00:00+00:00
29821,3897,2,3,2015-02-14 08:00:00+00:00
29823,25801,152,5,2015-02-14 08:00:00+00:00
29824,12158,156,4,2015-02-14 08:00:00+00:00
29825,43586,11,5,2015-02-14 08:00:00+00:00
29826,41018,53,5,2015-02-14 08:00:00+00:00
29827,32752,79,5,2015-02-14 08:00:00+00:00
29828,18190,56,4,2015-02-14 08:00:00+00:00
29829,23964,109,5,2015-02-14 08:00:00+00:00
29830,3679,37,5,2015-02-14 08:00:00+00:00
29831,6153,162,4,2015-02-14 08:00:00+00:00
29833,3897,125,5,2015-02-14 08:00:00+00:00
29834,34507,149,4,2015-02-14 08:00:00+00:00
29836,43586,10,5,2015-02-14 08:00:00+00:00
29838,5965,9,3,2015-02-14 08:00:00+00:00
29839,9160,4,5,2015-02-14 08:00:00+00:00
29840,2949,88,4,2015-02-14 08:00:00+00:00
29841,22883,93,4,2015-02-14 08:00:00+00:00
29842,16927,10,5,2015-02-14 08:00:00+00:00
29845,15645,156,5,2015-02-14 08:00:00+00:00
29846,4019,88,5,2015-02-14 08:00:00+00:00
29847,16927,158,4,2015-02-14 08:00:00+00:00
29848,14338,40,5,2015-02-14 08:00:00+00:00
29849,41018,70,4,2015-02-14 08:00:00+00:00
29850,4475,121,5,2015-02-14 08:00:00+00:00
29851,32752,116,5,2015-02-14 08:00:00+00:00
29852,2045,171,5,2015-02-14 08:00:00+00:00
29853,16262,100,5,2015-02-14 08:00:00+00:00
29854,35015,86,4,2015-02-14 08:00:00+00:00
29855,15694,90,5,2015-02-14 08:00:00+00:00
29856,37632,6,4,2015-02-14 08:00:00+00:00
29857,339,147,5,2015-02-14 08:00:00+00:00
29858,4324,40,5,2015-02-14 08:00:00+00:00
29860,27765,26,5,2015-02-14 08:00:00+00:00
29861,6827,17,4,2015-02-14 08:00:00+00:00
29863,25723,62,5,2015-02-14 08:00:00+00:00
29864,32490,17,4,2015-02-14 08:00:00+00:00
29865,14566,95,5,2015-02-14 08:00:00+00:00
29866,15645,70,1,2015-02-14 08:00:00+00:00
29868,19411,67,5,2015-02-14 08:00:00+00:00
29869,25692,54,5,2015-02-14 08:00:00+00:00
29870,20935,116,5,2015-02-14 08:00:00+00:00
29871,828,132,5,2015-02-14 08:00:00+00:00
29872,42415,132,4,2015-02-14 08:00:00+00:00
29873,42568,120,4,2015-02-14 08:00:00+00:00
29876,31961,167,5,2015-02-14 08:00:00+00:00
29877,28584,175,5,2015-02-14 08:00:00+00:00
29880,8676,113,5,2015-02-14 08:00:00+00:00
29881,3484,43,5,2015-02-14 08:00:00+00:00
29882,14359,127,2,2015-02-15 08:00:00+00:00
29883,19953,1,4,2015-02-15 08:00:00+00:00
29884,12339,131,5,2015-02-15 08:00:00+00:00
29885,24810,9,4,2015-02-15 08:00:00+00:00
29886,17263,6,3,2015-02-15 08:00:00+00:00
29887,25789,4,5,2015-02-15 08:00:00+00:00
29888,38465,120,5,2015-02-15 08:00:00+00:00
29889,2747,138,4,2015-02-15 08:00:00+00:00
29890,5714,146,4,2015-02-15 08:00:00+00:00
29891,8427,44,5,2015-02-15 08:00:00+00:00
29894,1574,87,5,2015-02-15 08:00:00+00:00
29895,1223,74,5,2015-02-15 08:00:00+00:00
29896,33462,123,5,2015-02-15 08:00:00+00:00
29898,7133,115,4,2015-02-15 08:00:00+00:00
29899,18108,123,5,2015-02-15 08:00:00+00:00
29900,4644,48,5,2015-02-15 08:00:00+00:00
29902,42603,51,4,2015-02-15 08:00:00+00:00
29903,41744,51,2,2015-02-15 08:00:00+00:00
29904,43007,11,4,2015-02-15 08:00:00+00:00
29905,3749,127,4,2015-02-15 08:00:00+00:00
29906,18825,11,5,2015-02-15 08:00:00+00:00
29907,13975,4,4,2015-02-15 08:00:00+00:00
29909,429,2,4,2015-02-15 08:00:00+00:00
29910,8427,47,2,2015-02-15 08:00:00+00:00
29911,32845,59,5,2015-02-15 08:00:00+00:00
29912,9824,99,5,2015-02-15 08:00:00+00:00
29913,16560,26,5,2015-02-15 08:00:00+00:00
29914,41721,2,4,2015-02-15 08:00:00+00:00
29915,33180,175,5,2015-02-16 08:00:00+00:00
29917,37102,123,5,2015-02-16 08:00:00+00:00
29918,2273,131,5,2015-02-16 08:00:00+00:00
29919,35497,77,5,2015-02-16 08:00:00+00:00
29920,541,93,5,2015-02-16 08:00:00+00:00
29921,20282,142,3,2015-02-16 08:00:00+00:00
29922,2910,94,5,2015-02-16 08:00:00+00:00
29923,43053,127,5,2015-02-16 08:00:00+00:00
29924,20988,156,4,2015-02-16 08:00:00+00:00
29925,38387,16,5,2015-02-16 08:00:00+00:00
29926,14556,113,5,2015-02-16 08:00:00+00:00
29927,25054,113,5,2015-02-16 08:00:00+00:00
29928,36785,93,4,2015-02-16 08:00:00+00:00
29929,6651,73,4,2015-02-16 08:00:00+00:00
29930,15406,73,2,2015-02-16 08:00:00+00:00
29931,14556,56,4,2015-02-16 08:00:00+00:00
29932,27572,62,4,2015-02-16 08:00:00+00:00
29933,9440,109,3,2015-02-16 08:00:00+00:00
29935,20786,93,4,2015-02-16 08:00:00+00:00
29936,27858,86,4,2015-02-16 08:00:00+00:00
29937,823,40,3,2015-02-16 08:00:00+00:00
29938,43099,120,5,2015-02-16 08:00:00+00:00
29939,16215,157,5,2015-02-16 08:00:00+00:00
29940,4189,58,5,2015-02-16 08:00:00+00:00
29941,3735,45,4,2015-02-16 08:00:00+00:00
29942,40836,12,4,2015-02-16 08:00:00+00:00
29943,6396,4,5,2015-02-16 08:00:00+00:00
29946,39887,146,3,2015-02-16 08:00:00+00:00
29947,27730,104,3,2015-02-16 08:00:00+00:00
29948,23561,17,2,2015-02-16 08:00:00+00:00
29949,2949,116,5,2015-02-16 08:00:00+00:00
29950,1409,17,4,2015-02-16 08:00:00+00:00
29952,7388,1,4,2015-02-16 08:00:00+00:00
29953,24357,28,3,2015-02-16 08:00:00+00:00
29956,570,17,4,2015-02-16 08:00:00+00:00
29957,34943,48,5,2015-02-16 08:00:00+00:00
29958,2238,48,3,2015-02-16 08:00:00+00:00
29959,40836,136,5,2015-02-16 08:00:00+00:00
29960,10641,128,5,2015-02-17 08:00:00+00:00
29961,6540,75,4,2015-02-17 08:00:00+00:00
29962,43555,2,3,2015-02-17 08:00:00+00:00
29963,20489,152,4,2015-02-17 08:00:00+00:00
29964,15016,56,5,2015-02-17 08:00:00+00:00
29966,17058,4,2,2015-02-17 08:00:00+00:00
29967,25258,56,3,2015-02-17 08:00:00+00:00
29968,4393,68,5,2015-02-17 08:00:00+00:00
29969,25267,165,3,2015-02-17 08:00:00+00:00
29970,1315,112,5,2015-02-17 08:00:00+00:00
29971,39356,84,5,2015-02-17 08:00:00+00:00
29972,33686,159,4,2015-02-17 08:00:00+00:00
29973,43555,94,3,2015-02-17 08:00:00+00:00
29974,4539,54,4,2015-02-17 08:00:00+00:00
29975,32794,19,5,2015-02-17 08:00:00+00:00
29976,1732,19,5,2015-02-17 08:00:00+00:00
29977,30552,19,4,2015-02-17 08:00:00+00:00
29978,4355,23,5,2015-02-17 08:00:00+00:00
29979,346,133,5,2015-02-17 08:00:00+00:00
29980,6463,75,4,2015-02-17 08:00:00+00:00
29982,33686,157,3,2015-02-17 08:00:00+00:00
29983,33301,156,5,2015-02-17 08:00:00+00:00
29984,4629,36,4,2015-02-17 08:00:00+00:00
29985,26500,51,5,2015-02-17 08:00:00+00:00
29986,5137,26,5,2015-02-17 08:00:00+00:00
29987,15513,11,3,2015-02-17 08:00:00+00:00
29988,15319,126,5,2015-02-17 08:00:00+00:00
29990,9210,23,5,2015-02-17 08:00:00+00:00
29991,33488,26,5,2015-02-17 08:00:00+00:00
29992,25656,116,5,2015-02-17 08:00:00+00:00
29993,8207,125,2,2015-02-17 08:00:00+00:00
29994,25101,15,5,2015-02-17 08:00:00+00:00
29995,2305,15,4,2015-02-17 08:00:00+00:00
29996,6726,120,5,2015-02-17 08:00:00+00:00
29997,2305,31,5,2015-02-17 08:00:00+00:00
29998,2058,35,5,2015-02-17 08:00:00+00:00
29999,4629,74,5,2015-02-17 08:00:00+00:00
30000,42768,8,4,2015-02-17 08:00:00+00:00
30001,36277,83,3,2015-02-17 08:00:00+00:00
30002,25029,10,5,2015-02-17 08:00:00+00:00
30003,33686,28,4,2015-02-17 08:00:00+00:00
30004,13987,45,4,2015-02-17 08:00:00+00:00
30005,21121,129,5,2015-02-17 08:00:00+00:00
30006,3296,92,4,2015-02-17 08:00:00+00:00
30007,12101,112,5,2015-02-17 08:00:00+00:00
30008,34879,121,4,2015-02-17 08:00:00+00:00
30009,3296,90,4,2015-02-17 08:00:00+00:00
30013,852,175,3,2015-02-17 08:00:00+00:00
30015,28230,96,5,2015-02-17 08:00:00+00:00
30016,6348,1,5,2015-02-17 08:00:00+00:00
30017,538,40,5,2015-02-18 08:00:00+00:00
30018,32591,34,5,2015-02-18 08:00:00+00:00
30020,27442,28,5,2015-02-18 08:00:00+00:00
30021,26749,99,5,2015-02-18 08:00:00+00:00
30023,19110,42,4,2015-02-18 08:00:00+00:00
30024,25488,95,5,2015-02-18 08:00:00+00:00
30025,30713,58,5,2015-02-18 08:00:00+00:00
30028,28702,169,3,2015-02-18 08:00:00+00:00
30029,43460,4,5,2015-02-18 08:00:00+00:00
30031,3440,162,5,2015-02-18 08:00:00+00:00
30032,39827,68,5,2015-02-18 08:00:00+00:00
30033,36364,31,4,2015-02-18 08:00:00+00:00
30034,14954,131,5,2015-02-18 08:00:00+00:00
30036,19861,17,5,2015-02-18 08:00:00+00:00
30037,1187,47,5,2015-02-18 08:00:00+00:00
30038,11523,8,5,2015-02-18 08:00:00+00:00
30039,41042,8,5,2015-02-18 08:00:00+00:00
30040,1707,8,5,2015-02-18 08:00:00+00:00
30041,8175,35,4,2015-02-18 08:00:00+00:00
30042,27581,94,4,2015-02-18 08:00:00+00:00
30043,6656,74,5,2015-02-18 08:00:00+00:00
30044,20181,9,4,2015-02-18 08:00:00+00:00
30045,1226,83,5,2015-02-18 08:00:00+00:00
30046,1797,1,5,2015-02-18 08:00:00+00:00
30047,39735,5,4,2015-02-18 08:00:00+00:00
30049,35015,88,4,2015-02-18 08:00:00+00:00
30050,25488,131,5,2015-02-18 08:00:00+00:00
30051,5159,1,5,2015-02-18 08:00:00+00:00
30053,19110,123,3,2015-02-18 08:00:00+00:00
30054,39739,123,5,2015-02-18 08:00:00+00:00
30055,24219,20,5,2015-02-18 08:00:00+00:00
30058,13217,109,1,2015-02-18 08:00:00+00:00
30059,30011,152,5,2015-02-18 08:00:00+00:00
30060,21640,26,5,2015-02-18 08:00:00+00:00
30061,19009,4,3,2015-02-18 08:00:00+00:00
30062,36637,26,5,2015-02-18 08:00:00+00:00
30063,21058,10,5,2015-02-18 08:00:00+00:00
30064,29220,20,4,2015-02-18 08:00:00+00:00
30065,30011,45,5,2015-02-18 08:00:00+00:00
30066,26577,75,4,2015-02-18 08:00:00+00:00
30067,29220,4,1,2015-02-18 08:00:00+00:00
30068,27581,63,4,2015-02-18 08:00:00+00:00
30069,36142,120,5,2015-02-18 08:00:00+00:00
30070,37857,123,4,2015-02-18 08:00:00+00:00
30071,34985,4,5,2015-02-18 08:00:00+00:00
30072,4100,116,2,2015-02-18 08:00:00+00:00
30073,5744,103,4,2015-02-18 08:00:00+00:00
30074,17627,17,5,2015-02-18 08:00:00+00:00
30075,225,17,5,2015-02-18 08:00:00+00:00
30076,41460,53,3,2015-02-18 08:00:00+00:00
30077,41561,6,5,2015-02-18 08:00:00+00:00
30078,8328,96,5,2015-02-18 08:00:00+00:00
30079,3440,46,5,2015-02-18 08:00:00+00:00
30082,27791,52,5,2015-02-19 08:00:00+00:00
30084,6991,36,3,2015-02-19 08:00:00+00:00
30085,1540,59,5,2015-02-19 08:00:00+00:00
30086,35559,17,1,2015-02-19 08:00:00+00:00
30087,39486,52,4,2015-02-19 08:00:00+00:00
30088,37603,155,5,2015-02-19 08:00:00+00:00
30089,5534,15,5,2015-02-19 08:00:00+00:00
30090,8017,26,5,2015-02-19 08:00:00+00:00
30091,44644,123,5,2015-02-19 08:00:00+00:00
30093,3086,123,3,2015-02-19 08:00:00+00:00
30094,19542,48,5,2015-02-19 08:00:00+00:00
30096,6656,85,5,2015-02-19 08:00:00+00:00
30097,682,85,5,2015-02-19 08:00:00+00:00
30098,37961,42,5,2015-02-19 08:00:00+00:00
30099,42462,48,5,2015-02-19 08:00:00+00:00
30100,479,156,5,2015-02-19 08:00:00+00:00
30102,19149,175,5,2015-02-19 08:00:00+00:00
30106,1675,9,5,2015-02-19 08:00:00+00:00
30107,3905,115,4,2015-02-19 08:00:00+00:00
30108,38884,62,4,2015-02-19 08:00:00+00:00
30109,4176,96,5,2015-02-19 08:00:00+00:00
30110,4345,9,5,2015-02-19 08:00:00+00:00
30111,16796,115,5,2015-02-19 08:00:00+00:00
30112,3862,34,3,2015-02-19 08:00:00+00:00
30113,4205,75,5,2015-02-19 08:00:00+00:00
30114,17313,60,5,2015-02-19 08:00:00+00:00
30115,27443,11,5,2015-02-19 08:00:00+00:00
30117,5894,110,3,2015-02-19 08:00:00+00:00
30118,30168,94,5,2015-02-19 08:00:00+00:00
30119,479,5,5,2015-02-19 08:00:00+00:00
30120,22629,87,2,2015-02-19 08:00:00+00:00
30122,4345,43,5,2015-02-19 08:00:00+00:00
30123,27791,18,5,2015-02-19 08:00:00+00:00
30125,309,94,5,2015-02-19 08:00:00+00:00
30126,19905,148,4,2015-02-19 08:00:00+00:00
30127,37822,94,5,2015-02-19 08:00:00+00:00
30128,7941,58,5,2015-02-19 08:00:00+00:00
30130,26161,90,2,2015-02-19 08:00:00+00:00
30131,5534,62,4,2015-02-19 08:00:00+00:00
30132,1223,28,5,2015-02-19 08:00:00+00:00
30133,4998,122,5,2015-02-19 08:00:00+00:00
30134,31547,131,4,2015-02-19 08:00:00+00:00
30135,26161,45,2,2015-02-19 08:00:00+00:00
30136,19149,30,5,2015-02-19 08:00:00+00:00
30137,6991,45,2,2015-02-19 08:00:00+00:00
30139,3247,93,2,2015-02-19 08:00:00+00:00
30141,6656,80,5,2015-02-19 08:00:00+00:00
30143,3407,55,5,2015-02-19 08:00:00+00:00
30144,27413,3,2,2015-02-19 08:00:00+00:00
30147,3862,4,5,2015-02-19 08:00:00+00:00
30148,538,27,5,2015-02-19 08:00:00+00:00
30149,43568,79,5,2015-02-19 08:00:00+00:00
30150,1797,4,3,2015-02-20 08:00:00+00:00
